location,title,subtitle,year_km_fuel,price,detail_url
Dusseldorp Apeldoorn,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 3500 km | Elektrisch,€ 72.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-edrive40-m-sport-edition-84-kwh-44309875
Dusseldorp Den Haag,BMW i5,eDrive40 84 kWh,2025 | 6999 km | Elektrisch,€ 71.900,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-edrive40-84-kwh-44309947
Dusseldorp Schiedam,BMW iX,xDrive40 High Executive 77 kWh,2025 | 6999 km | Elektrisch,€ 79.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-company-car-xdrive40-high-executive-77-kwh-44310115
Dusseldorp Apeldoorn,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 6999 km | Elektrisch,€ 58.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-m-sport-edition-70-kwh-44310238
Dusseldorp Wateringen,BMW XM,PHEV 50e 30 kWh,2024 | 16053 km | Hybrid,€ 111.850,https://www.dusseldorpbmw.nl/aanbod/bmw-xm-occasion-phev-50e-30-kwh-44311828
Dusseldorp Zwolle,BMW 8 Serie,840i Cabrio M-Sport Pro Aut.,2025 | 10 km | Benzine,€ 168.111,https://www.dusseldorpbmw.nl/aanbod/bmw-8-serie-nieuw-840i-cabrio-m-sport-pro-aut-44321089
Dusseldorp Hoorn,BMW 2 Serie,218i Business Edition Plus Gran Tourer,2022 | 38109 km | Benzine,€ 26.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-218i-business-edition-plus-gran-tourer-44345179
Dusseldorp Schiedam,BMW iX,xDrive45 101 kWh,2025 | 10 km | Elektrisch,€ 112.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-101-kwh-44348532
Dusseldorp Apeldoorn,BMW 3 Serie,330e,2025 | 17895 km | Hybrid,€ 58.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-44348931
Dusseldorp Den Haag,BMW 2 Serie,220 Gran Coupé M-Sport Pro,2025 | 6999 km | Benzine,€ 56.433,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220-gran-coupe-m-sport-pro-44381255
Dusseldorp Deventer,BMW 1 Serie,M135i xDrive,2025 | 10 km | Benzine,€ 96.781,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-nieuw-m135i-xdrive-44411206
Dusseldorp Alkmaar,BMW 1 Serie,123 xDrive M-Performance Parts,2025 | 10 km | Benzine,€ 74.737,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-nieuw-123-xdrive-m-performance-parts-44412946
Dusseldorp Schiedam,BMW 3 Serie,320i High Executive,2021 | 72209 km | Benzine,€ 28.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-320i-high-executive-44414256
Dusseldorp Schiedam,BMW 1 Serie,120,2025 | 10 km | Benzine,€ 59.035,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-nieuw-120-44419495
Dusseldorp Den Haag,BMW iX,xDrive50,2022 | 115817 km | Elektrisch,€ 62.850,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-occasion-xdrive50-44430372
Dusseldorp Schiedam,BMW iX1,eDrive20 67 kWh,2025 | 6999 km | Elektrisch,€ 49.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44433902
Dusseldorp Rotterdam Zuid,BMW i5,Sedan M60 xDrive,2025 | 10 km | Elektrisch,€ 122.291,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-sedan-m60-xdrive-44434110
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 45.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44436246
Dusseldorp Den Haag,BMW 3 Serie,330e High Executive M-Sport,2025 | 6999 km | Hybrid,€ 58.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-high-executive-m-sport-44436368
Dusseldorp Den Haag,BMW 2 Serie,Gran Coupé 220,2025 | 510 km | Benzine,€ 57.832,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-gran-coupe-220-44436455
Dusseldorp Hoorn,BMW X1,xDrive30e,2024 | 14801 km | Hybrid,€ 56.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-xdrive30e-44437557
Dusseldorp Hoorn,BMW iX2,eDrive20 67 kWh,2025 | 8000 km | Elektrisch,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-edrive20-67-kwh-44452269
Dusseldorp Rotterdam Zuid,BMW 2 Serie,Gran Coupé 220 M Sport Pro,2025 | 10 km | Benzine,€ 59.123,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-gran-coupe-220-m-sport-pro-44454134
Dusseldorp Oostzaan,BMW iX,xDrive45 101 kWh,2025 | 10 km | Elektrisch,€ 115.155,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive45-101-kwh-44457535
Dusseldorp Apeldoorn,BMW 2 Serie,220i M-Sport,2025 | 6999 km | Benzine,€ 51.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-220i-m-sport-44460093
Dusseldorp Rotterdam Noord,BMW iX3,High Executive,2025 | 4500 km | Elektrisch,€ 61.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix3-company-car-high-executive-44461389
Dusseldorp Apeldoorn,BMW XM,PHEV 50e,2025 | 9756 km | Hybrid,€ 124.950,https://www.dusseldorpbmw.nl/aanbod/bmw-xm-company-car-phev-50e-44461419
Dusseldorp Den Haag,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 6999 km | Hybrid,€ 53.900,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-company-car-active-tourer-225e-xdrive-44506612
Dusseldorp Apeldoorn,BMW X1,xDrive25e,2025 | 19999 km | Hybrid,€ 59.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-44506704
Dusseldorp Hoorn,BMW 3 Serie,330e M-Sport Touring,2025 | 11000 km | Hybrid,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-m-sport-touring-44515659
Dusseldorp Rotterdam Zuid,BMW Z4,sDrive30i M Sport Pro,2025 | 10 km | Benzine,€ 90.110,https://www.dusseldorpbmw.nl/aanbod/bmw-z4-nieuw-sdrive30i-m-sport-pro-44516164
Dusseldorp Hoorn,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 10 km | Hybrid,€ 58.365,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-active-tourer-225e-xdrive-44516322
Dusseldorp Oostzaan,BMW iX1,eDrive20 67 kWh,2025 | 6500 km | Elektrisch,€ 48.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44517004
Dusseldorp Apeldoorn,BMW 4 Serie,Gran Coupé 420i M Sportpakket - Trekhaak,2025 | 17450 km | Benzine,€ 68.450,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-company-car-gran-coupe-420i-m-sportpakket---trekhaak-44524814
Dusseldorp Apeldoorn,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 18950 km | Elektrisch,€ 65.950,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-company-car-edrive40-m-sport-edition-84-kwh-44524833
Dusseldorp Rotterdam Zuid,BMW 3 Serie,Touring 330e M Sport,2025 | 7500 km | Hybrid,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-touring-330e-m-sport-44524868
Dusseldorp Hoorn,BMW 2 Serie,Active Tourer 220i,2024 | 30261 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-active-tourer-220i-44525645
Dusseldorp Den Haag,BMW X5,xDrive50e M-Sport,2024 | 8630 km | Hybrid,€ 97.900,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-m-sport-44525918
Dusseldorp Schiedam,BMW iX2,eDrive20 67 kWh M Sport Edition,2025 | 6999 km | Elektrisch,€ 63.448,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-edrive20-67-kwh-m-sport-edition-44529037
Dusseldorp Oostzaan,BMW 1 Serie,120,2025 | 10500 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44548637
Dusseldorp Deventer,BMW iX2,eDrive20 67 kWh,2025 | 10000 km | Elektrisch,€ 55.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-edrive20-67-kwh-44569141
Dusseldorp Deventer,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 66.051,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-company-car-edrive35-70-kwh-44569524
Dusseldorp Deventer,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 68.046,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-44569589
Dusseldorp Deventer,BMW i5,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 89.204,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-84-kwh-44569835
Dusseldorp Deventer,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 62.044,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44569937
Dusseldorp Deventer,BMW iX2,eDrive20 67 kWh M Sport Edition,2025 | 4000 km | Elektrisch,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-company-car-edrive20-67-kwh-m-sport-edition-44570237
Dusseldorp Deventer,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 10 km | Elektrisch,€ 84.604,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-edition-84-kwh-44570713
Dusseldorp Hoorn,BMW iX,xDrive60 112 kWh,2025 | 10 km | Elektrisch,€ 125.437,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive60-112-kwh-44620449
Dusseldorp Schiedam,BMW i4,eDrive35 M Sport Edition 70 kWh,2025 | 10 km | Elektrisch,€ 66.465,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-m-sport-edition-70-kwh-44626107
Dusseldorp Apeldoorn,BMW iX1,eDrive20 67 kWh,2025 | 3999 km | Elektrisch,€ 59.995,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44629386
Dusseldorp Rotterdam Zuid,BMW 4 Serie,Coupé 420i M Sport Pro,2025 | 10 km | Benzine,€ 80.514,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-coupe-420i-m-sport-pro-44631290
Dusseldorp Schiedam,BMW i5,eDrive40 M Sport Edition 84 kWh,2025 | 10 km | Elektrisch,€ 84.604,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-edition-84-kwh-44631588
Dusseldorp Schiedam,BMW iX,xDrive60 112 kWh,2025 | 10 km | Elektrisch,€ 133.160,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive60-112-kwh-44631595
Dusseldorp Den Haag,BMW X5,xDrive50e M-Sport Pro,2024 | 26824 km | Hybrid,€ 102.900,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-m-sport-pro-44648034
Dusseldorp Den Haag,BMW 3 Serie,320e High Executive M-Sport,2021 | 123312 km | Hybrid,€ 30.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-occasion-320e-high-executive-m-sport-44649396
Dusseldorp Den Haag,BMW X3,30e xDrive,2025 | 10 km | Hybrid,€ 87.927,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-nieuw-30e-xdrive-44650603
Dusseldorp Rotterdam Zuid,BMW iX2,eDrive20 M Sport Pro,2025 | 10 km | Elektrisch,€ 68.211,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-nieuw-edrive20-m-sport-pro-44668435
Dusseldorp Alkmaar,BMW 4 Serie,Cabrio M440i xDrive,2025 | 10 km | Benzine,€ 130.174,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-cabrio-m440i-xdrive-44673084
Dusseldorp Brielle,BMW iX1,eDrive20 67 kWh,2025 | 11999 km | Elektrisch,€ 49.450,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-company-car-edrive20-67-kwh-44674588
Dusseldorp Schiedam,BMW M5,Sedan,2024 | 4405 km | Hybrid,€ 147.500,https://www.dusseldorpbmw.nl/aanbod/bmw-m5-occasion-sedan-44682444
Dusseldorp Den Haag,BMW X3,xDrive30e M-Sport,2024 | 23877 km | Hybrid,€ 66.900,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive30e-m-sport-44700999
Dusseldorp Hoorn,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 62.044,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-44712926
Dusseldorp Hoorn,BMW i4,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 75.433,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive40-84-kwh-44712927
Dusseldorp Oostzaan,BMW 2 Serie,Gran Tourer 216i 7p. Sport Line,2022 | 88007 km | Benzine,€ 21.250,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-tourer-216i-7p-sport-line-44722197
Dusseldorp Schiedam,BMW 1 Serie,120 M Sport Design Edition,2025 | 9999 km | Benzine,€ 42.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-44724313
Dusseldorp Schiedam,BMW 2 Serie,Active Tourer 218d,2022 | 77379 km | Diesel,€ 29.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-active-tourer-218d-44730382
Dusseldorp Schiedam,BMW X1,sDrive18i,2022 | 55860 km | Benzine,€ 39.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-sdrive18i-44730722
Dusseldorp Rotterdam Noord,BMW X3,xDrive20i High Executive M Sport,2019 | 76642 km | Benzine,€ 39.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive20i-high-executive-m-sport-44751911
Dusseldorp Schiedam,BMW 3 Serie,330e,2025 | 10 km | Hybrid,€ 65.278,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-nieuw-330e-44771193
Dusseldorp Schiedam,BMW 4 Serie,Coupé 420i,2025 | 10 km | Benzine,€ 79.947,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-coupe-420i-44776878
Dusseldorp Schiedam,BMW 4 Serie,Gran Coupé 420i,2025 | 10 km | Benzine,€ 78.557,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-gran-coupe-420i-44776949
Dusseldorp Alkmaar,BMW 2 Serie,Gran Coupé 218i High Executive Sport Line Automaat,2022 | 90146 km | Benzine,€ 25.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-coupe-218i-high-executive-sport-line-automaat-44829938
Dusseldorp Alkmaar,BMW X1,sDrive18i High Executive X Line,2020 | 97093 km | Benzine,€ 27.450,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-occasion-sdrive18i-high-executive-x-line-44830021
Dusseldorp Schiedam,BMW X3,M50,2024 | 23488 km | Benzine,€ 94.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-m50-44840499
Dusseldorp Alkmaar,BMW 3 Serie,Sedan 330e M Sport,2025 | 2999 km | Hybrid,€ 69.138,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-sedan-330e-m-sport-44843629
Dusseldorp Schiedam,BMW 3 Serie,Touring 330e **Vraag naar levertijd**,2025 | 10 km | Hybrid,€ 61.405,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-nieuw-touring-330e-vraag-naar-levertijd-44853247
Dusseldorp Schiedam,BMW 2 Serie,Gran Coupé 220 **Vraag naar levertijd**,2025 | 10 km | Benzine,€ 47.057,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-gran-coupe-220-vraag-naar-levertijd-44853343
Dusseldorp Schiedam,BMW 3 Serie,Sedan 330e **Vraag naar levertijd**,2025 | 10 km | Hybrid,€ 60.193,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-nieuw-sedan-330e-vraag-naar-levertijd-44853504
Dusseldorp Schiedam,BMW iX2,eDrive20 67 kWh **Vraag naar levertijd**,2025 | 10 km | Elektrisch,€ 54.050,https://www.dusseldorpbmw.nl/aanbod/bmw-ix2-nieuw-edrive20-67-kwh-vraag-naar-levertijd-44853651
Dusseldorp Schiedam,BMW 5 Serie,Sedan 530e **Vraag naar levertijd**,2025 | 10 km | Hybrid,€ 72.962,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-nieuw-sedan-530e-vraag-naar-levertijd-44853707
Dusseldorp Schiedam,BMW i4,eDrive35 70 kWh **Vraag naar levertijd**,2025 | 10 km | Elektrisch,€ 62.194,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-vraag-naar-levertijd-44853926
Dusseldorp Brielle,BMW 5 Serie,Touring 530e M Sport Edition,2025 | 10 km | Hybrid,€ 86.968,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-nieuw-touring-530e-m-sport-edition-44881775
Dusseldorp Deventer,BMW i5,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 95.298,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-84-kwh-44902613
Dusseldorp Brielle,BMW 2 Serie,Coupé 218i,2025 | 10 km | Benzine,€ 59.988,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-coupe-218i-44903445
Dusseldorp Oostzaan,BMW 1 Serie,120,2025 | 9100 km | Benzine,€ 46.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44903785
Dusseldorp Oostzaan,BMW 1 Serie,120,2025 | 9100 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-44903868
Dusseldorp Hoorn,BMW X1,xDrive25e,2025 | 5000 km | Hybrid,€ 56.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive25e-44903911
Dusseldorp Zwolle,BMW 5 Serie,Touring 530e Touring M-Sport Edition Aut.,2025 | 9560 km | Hybrid,€ 69.950,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-company-car-touring-530e-touring-m-sport-edition-aut-44904223
Dusseldorp Schiedam,BMW i5,eDrive40 84 kWh,2025 | 10 km | Elektrisch,€ 91.321,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-84-kwh-44905287
Dusseldorp Rotterdam Noord,BMW iX,xDrive60,2025 | 10 km | Elektrisch,€ 123.895,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive60-44905919
Dusseldorp Rotterdam Noord,BMW 2 Serie,Active Tourer 225e xDrive,2025 | 10 km | Hybrid,€ 58.365,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-active-tourer-225e-xdrive-44906237
Dusseldorp Apeldoorn,BMW i7,eDrive50 106 kWh - M Sportpakket Pro,2025 | 10 km | Elektrisch,€ 145.148,https://www.dusseldorpbmw.nl/aanbod/bmw-i7-nieuw-edrive50-106-kwh---m-sportpakket-pro-44906249
Dusseldorp Deventer,BMW 5 Serie,Touring 550e xDrive,2025 | 10 km | Hybrid,€ 119.131,https://www.dusseldorpbmw.nl/aanbod/bmw-5-serie-nieuw-touring-550e-xdrive-44909471
Dusseldorp Rotterdam Zuid,BMW 2 Serie,Active Tourer 225e xDrive M Sport,2025 | 10 km | Hybrid,€ 58.365,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-nieuw-active-tourer-225e-xdrive-m-sport-44915617
Dusseldorp Rotterdam Zuid,BMW iX,xDrive60 M Sport Pro,2025 | 10 km | Elektrisch,€ 125.095,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive60-m-sport-pro-44915699
Dusseldorp Rotterdam Zuid,BMW 4 Serie,Cabrio 420i M Sport Pro,2025 | 10 km | Benzine,€ 92.200,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-cabrio-420i-m-sport-pro-44915919
Dusseldorp Rotterdam Zuid,BMW i5,eDrive40 M Sport Pro,2025 | 10 km | Elektrisch,€ 86.055,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-pro-44916023
Dusseldorp Den Haag,BMW M4,Cabriolet Competition M xDrive,2022 | 12497 km | Benzine,€ 106.900,https://www.dusseldorpbmw.nl/aanbod/bmw-m4-occasion-cabriolet-competition-m-xdrive-44923147
Dusseldorp Rotterdam Zuid,BMW 4 Serie,420i Gran Coupé M Sport Pro,2025 | 10 km | Benzine,€ 76.688,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-420i-gran-coupe-m-sport-pro-44926033
Dusseldorp Brielle,BMW 1 Serie,120 M Sport Design Edition,2025 | 6999 km | Benzine,€ 42.950,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-m-sport-design-edition-44931003
Dusseldorp Wateringen,BMW 1 Serie,116d Sport Line Executive Edition,2020 | 121256 km | Diesel,€ 19.450,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-116d-sport-line-executive-edition-44935301
Dusseldorp Den Haag,BMW 1 Serie,118i M-Sport,2021 | 97489 km | Benzine,€ 25.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-occasion-118i-m-sport-44937010
Dusseldorp Den Haag,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 57.845,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-44938419
Dusseldorp Hoorn,BMW X5,xDrive50e,2024 | 14960 km | Hybrid,€ 104.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-44939686
Dusseldorp Brielle,BMW X3,30e xDrive M-Sport Pro Trekhaak,2025 | 4999 km | Hybrid,€ 82.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-company-car-30e-xdrive-m-sport-pro-trekhaak-44943458
Dusseldorp Wateringen,BMW 4 Serie,Coupé 420i,2025 | 6999 km | Benzine,€ 64.900,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-company-car-coupe-420i-44944571
Dusseldorp Brielle,BMW 4 Serie,M440i xDrive Coupé,2025 | 10 km | Benzine,€ 103.960,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-m440i-xdrive-coupe-44965049
Dusseldorp Rotterdam Zuid,BMW i5,eDrive40 M Sport Pro,2025 | 10 km | Elektrisch,€ 87.831,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-pro-44982978
Dusseldorp Rotterdam Zuid,BMW i5,eDrive40 M Sport Pro,2025 | 10 km | Elektrisch,€ 91.321,https://www.dusseldorpbmw.nl/aanbod/bmw-i5-nieuw-edrive40-m-sport-pro-44985778
Dusseldorp Den Haag,BMW 3 Serie,330e,2025 | 10 km | Hybrid,€ 65.278,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-nieuw-330e-45010822
Dusseldorp Den Haag,BMW 1 Serie,120,2025 | 6999 km | Benzine,€ 43.900,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-company-car-120-45014411
Dusseldorp Wateringen,BMW 2 Serie,Gran Coupé 218i M Sport Business Edition Plus,2022 | 49658 km | Benzine,€ 29.750,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-coupe-218i-m-sport-business-edition-plus-45022820
Dusseldorp Rotterdam Zuid,BMW iX1,eDrive20 M Sport,2025 | 10 km | Elektrisch,€ 57.845,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-m-sport-45026813
Dusseldorp Den Haag,BMW M2,DCT Competition,2020 | 96429 km | Benzine,€ 57.900,https://www.dusseldorpbmw.nl/aanbod/bmw-m2-occasion-dct-competition-45056197
Dusseldorp Zwolle,Alpina B8,Gran Coupé SWITCH-TRONIC Allrad,2025 | 10 km | Benzine,€ 278.002,https://www.dusseldorpbmw.nl/aanbod/alpina-b8-nieuw-gran-coupe-switch-tronic-allrad-45060892
Dusseldorp Brielle,BMW 1 Serie,M135 xDrive M Sport Pro,2025 | 10 km | Benzine,€ 89.735,https://www.dusseldorpbmw.nl/aanbod/bmw-1-serie-nieuw-m135-xdrive-m-sport-pro-45074441
Dusseldorp Hoorn,BMW X3,xDrive30e Business Edition Plus,2024 | 30322 km | Hybrid,€ 64.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x3-occasion-xdrive30e-business-edition-plus-45077139
Dusseldorp Alkmaar,BMW X1,xDrive30e M Sport Pro,2025 | 5684 km | Hybrid,€ 74.257,https://www.dusseldorpbmw.nl/aanbod/bmw-x1-company-car-xdrive30e-m-sport-pro-45087551
Dusseldorp Oostzaan,BMW 2 Serie,Gran Coupé 218i,2024 | 20469 km | Benzine,€ 35.450,https://www.dusseldorpbmw.nl/aanbod/bmw-2-serie-occasion-gran-coupe-218i-45095139
Dusseldorp Zwolle,BMW iX1,eDrive20 M-Sport 67 kWh,2025 | 10 km | Elektrisch,€ 62.044,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-m-sport-67-kwh-45096640
Dusseldorp Zwolle,BMW iX,xDrive60 M-Sport Pro Aut. 112 kWh,2025 | 10 km | Elektrisch,€ 133.265,https://www.dusseldorpbmw.nl/aanbod/bmw-ix-nieuw-xdrive60-m-sport-pro-aut-112-kwh-45096644
Dusseldorp Den Haag,BMW 3 Serie,330e,2025 | 9999 km | Hybrid,€ 58.900,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-45098804
Dusseldorp Deventer,BMW 4 Serie,Coupé 420i,2025 | 10 km | Benzine,€ 79.232,https://www.dusseldorpbmw.nl/aanbod/bmw-4-serie-nieuw-coupe-420i-45099442
Dusseldorp Deventer,BMW i4,eDrive35 70 kWh,2025 | 10 km | Elektrisch,€ 66.051,https://www.dusseldorpbmw.nl/aanbod/bmw-i4-nieuw-edrive35-70-kwh-45099448
Dusseldorp Deventer,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 57.845,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-45099553
Dusseldorp Deventer,BMW iX1,eDrive20 67 kWh,2025 | 10 km | Elektrisch,€ 57.000,https://www.dusseldorpbmw.nl/aanbod/bmw-ix1-nieuw-edrive20-67-kwh-45099568
Dusseldorp Apeldoorn,BMW 3 Serie,330e Touring M-Sport Aut. Hybride,2025 | 9652 km | Hybrid,€ 59.950,https://www.dusseldorpbmw.nl/aanbod/bmw-3-serie-company-car-330e-touring-m-sport-aut-hybride-45099726
Dusseldorp Zwolle,BMW X5,xDrive50e M-Sport Pro Aut. Hybrid,2024 | 7420 km | Hybrid,€ 99.950,https://www.dusseldorpbmw.nl/aanbod/bmw-x5-occasion-xdrive50e-m-sport-pro-aut-hybrid-45113133
Dusseldorp Oostzaan,BMW Z4,M40i,2025 | 10 km | Benzine,€ 110.912,https://www.dusseldorpbmw.nl/aanbod/bmw-z4-nieuw-m40i-45113500
