Title,Subtitle,Year,Mileage,Fuel Type,Price,Monthly Price,Details Link,Location
BMW 4 Serie,Coupé 420i | M Sportpakket Pro | Innovation Pack | Comfort Pack | Schuifdak | Comfort Access | Driving Assistant Professional | DAB | HiFi| 19'',2025,11.254 km,Benzine,"64.900,-","854,-",https://www.ekris.nl/bmw/p/39055343/bmw-4-serie-coupe-420i-39055343,Ekris Utrecht
BMW i4,eDrive35 M Sport Edition 70 kWh | Comfort Pack | Glazendak | Getint Glas | 19inch |,2025,9.944 km,Elektrisch,"64.926,-","855,-",https://www.ekris.nl/bmw/p/44528202/bmw-i4-edrive35-m-sport-edition-70-kwh-44528202,Ekris Groningen
BMW 6 Serie,Gran Turismo 630i High Executive M Sportpakket 19'' / Panoramadak / Soft-Close / Laserlight / Stoelverwarming-ventilatie,2023,45.949 km,Benzine,"64.950,-","884,-",https://www.ekris.nl/bmw/p/43476774/bmw-6-serie-gran-turismo-630i-43476774,Ekris Veenendaal
BMW iX1,eDrive20 M Sport Pro | Adaptief M onderstel / Head-up / Trekhaak / Panoramadak / Harman Kardon / Comfort Access,2025,3.500 km,Elektrisch,"64.950,-","734,-",https://www.ekris.nl/bmw/p/46295618/bmw-ix1-edrive20-46295618,Ekris Veenendaal
BMW iX1,eDrive20 | M Sportpakket Pro | Panodak | Trekhaak | Driving Assistant Prof. | Head-Up | Elektr. Stoelen | Harman Kardon | 19'' LMV,2025,3.614 km,Elektrisch,"65.431,-","740,-",https://www.ekris.nl/bmw/p/45994226/bmw-ix1-edrive20-45994226,Ekris Nijkerk
BMW 2 Serie,225e xDrive Active Tourer | M Sportpakket | Innovation Pack | Comfort Pack | Travel Pack,2025,5 km,Hybride benzine,"65.497,-","801,-",https://www.ekris.nl/bmw/p/46624404/bmw-2-serie-225e-xdrive-active-tourer-46624404,Ekris Assen
BMW 3 Serie,330e Sedan | M Sportpakket | Comfort Pack,2025,5 km,Hybride benzine,"65.588,-","802,-",https://www.ekris.nl/bmw/p/46624462/bmw-3-serie-330e-sedan-46624462,Ekris Assen
BMW X1,xDrive30e | M Sportpakket | Innovation Pack | Travel Pack | Comfort Pack,2025,7.067 km,Hybride benzine,"65.750,-","865,-",https://www.ekris.nl/bmw/p/45401724/bmw-x1-xdrive30e-45401724,Ekris Maastricht
BMW i4,eDrive35 | M Sport Edition | M Sportpakket | Comfort Pack,2025,5 km,Elektrisch,"65.752,-","743,-",https://www.ekris.nl/bmw/p/46625401/bmw-i4-edrive35-46625401,Ekris Heerlen
BMW X1,xDrive25e | M Sport Package | Equipment Package| Comfort Pack | Travel Package,2025,5 km,Hybride benzine,"65.764,-","805,-",https://www.ekris.nl/bmw/p/46046985/bmw-x1-xdrive25e-46046985,Ekris Nijkerk
BMW 3 Serie,Touring 330e | M-Sportpakket | Trekhaak,2024,14.500 km,Hybride benzine,"65.900,-","897,-",https://www.ekris.nl/bmw/p/43291814/bmw-3-serie-touring-330e-43291814,Ekris Groningen
BMW 3 Serie,Touring M340i xDrive | High Executive | M Sport | Panodak | Driving Assistant Prof. | Head-Up | Trekhaak | M Stoelen | Laserlight | Parking Assistant Plus | Elektr. Stoelen | Harman Kardon | 19'' LMV,2021,51.100 km,Benzine,"65.900,-","897,-",https://www.ekris.nl/bmw/p/46269317/bmw-3-serie-touring-m340i-xdrive-46269317,Ekris Nijkerk
BMW 7 Serie,745e | High Executive | M Sportpakket incl. Design Pure Excellence | Panodak | Head-Up | Comfortstoelen Achter | Harman Kardon | Soft Close | 20'' LMV,2022,61.014 km,Hybride benzine,"65.900,-","897,-",https://www.ekris.nl/bmw/p/46778072/bmw-7-serie-745e-46778072,Ekris Nijkerk
BMW 5 Serie,Sedan 520i | M Sportpakket Pro | Innovation Pack | Travel Pack,2025,12.721 km,Benzine,"65.900,-","867,-",https://www.ekris.nl/bmw/p/42123540/bmw-5-serie-sedan-520i-42123540,Ekris Maastricht
BMW 5 Serie,Touring 530e | M Sportpakket | Trekhaak | Driving Assistant Plus,2024,26.523 km,Hybride benzine,"65.900,-","897,-",https://www.ekris.nl/bmw/p/45378643/bmw-5-serie-touring-530e-45378643,Ekris Zeist
BMW X2,sDrive20i | M Sportpakket | Premium Pack,2025,5 km,Benzine,"65.906,-","867,-",https://www.ekris.nl/bmw/p/46129663/bmw-x2-sdrive20i-46129663,Ekris Utrecht
BMW 5 Serie,"Touring 530d xDrive M Sportpakket | Panoramadak | Head-Up Display | HIFI | 18""",2023,8.125 km,Diesel,"65.950,-","898,-",https://www.ekris.nl/bmw/p/43721402/bmw-5-serie-touring-530d-xdrive-43721402,Ekris Utrecht
BMW i4,eDrive35 | M Sportpakket | Comfort Pack | Achteruitrijcamera | Comfort Access | Schuif-/kanteldak | Stoelverwarming | Parking Assistant,2025,10.578 km,Elektrisch,"65.950,-","745,-",https://www.ekris.nl/bmw/p/44939169/bmw-i4-edrive35-44939169,Ekris Arnhem
BMW iX2,eDrive20 M Sportpakket Pro | Driving Assitant Plus | Elektr. Trekhaak | Premium & Comfort Pack,2025,2.500 km,Elektrisch,"66.234,-","749,-",https://www.ekris.nl/bmw/p/45223011/bmw-ix2-edrive20-45223011,Ekris Maastricht
BMW X1,xDrive25e | xLine | Equipment Package | Comfort Pack | Travel Package,2025,5 km,Hybride benzine,"66.259,-","811,-",https://www.ekris.nl/bmw/p/47011808/bmw-x1-xdrive25e-47011808,Ekris Heerenveen
BMW 3 Serie,330e Sedan | M Sportpakket | Comfort Pack,2025,5 km,Hybride benzine,"66.499,-","814,-",https://www.ekris.nl/bmw/p/46672550/bmw-3-serie-330e-sedan-46672550,Ekris Assen
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"66.536,-","814,-",https://www.ekris.nl/bmw/p/46828526/bmw-x1-xdrive25e-46828526,Ekris Veenendaal
BMW X1,xDrive25e M Sportpakket Pro | Travel Pack | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"66.536,-","814,-",https://www.ekris.nl/bmw/p/46828696/bmw-x1-xdrive25e-46828696,Ekris Assen
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"66.536,-","814,-",https://www.ekris.nl/bmw/p/46828618/bmw-x1-xdrive25e-46828618,Ekris Zeist
BMW X1,xDrive25e M Sportpakket Pro | Premium Pakket | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46827081/bmw-x1-xdrive25e-46827081,Ekris Utrecht
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46827426/bmw-x1-xdrive25e-46827426,Ekris Flevoland
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46827298/bmw-x1-xdrive25e-46827298,Ekris Arnhem
BMW X1,xDrive25e M Sportpakket pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46827368/bmw-x1-xdrive25e-46827368,Ekris Assen
BMW X1,xDrive25e M Sportpakket Pro | Travel Pack | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46828741/bmw-x1-xdrive25e-46828741,Ekris Veenendaal
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46828773/bmw-x1-xdrive25e-46828773,Ekris Nijkerk
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"66.789,-","817,-",https://www.ekris.nl/bmw/p/46828829/bmw-x1-xdrive25e-46828829,Ekris Heerenveen
BMW 1 Serie,5-deurs M135i xDrive | Comfort Pro Pack | M Performance Pack | Travel Pack,2025,14.381 km,Benzine,"66.850,-","880,-",https://www.ekris.nl/bmw/p/39055237/bmw-1-serie-5-deurs-m135i-xdrive-39055237,Ekris Veenendaal
BMW 4 Serie,Coupé M440i Elektrisch bediend glazen schuif-/kanteldak | BMW Head-Up Display | HiFi System | Parking Assistant Plus | Adaptief M Onderstel,2023,35.901 km,Benzine,"66.850,-","910,-",https://www.ekris.nl/bmw/p/46467556/bmw-4-serie-coupe-m440i-46467556,Ekris Zeist
BMW 3 Serie,Sedan 318i M Sportpakket | Comfort Pack,2025,0 km,Benzine,"66.888,-","880,-",https://www.ekris.nl/bmw/p/42502707/bmw-3-serie-sedan-318i-42502707,Ekris Maastricht
BMW 5 Serie,Sedan 520i | M Sportpakket | Innovation Pack | Travel Pack,2025,12.789 km,Benzine,"66.895,-","881,-",https://www.ekris.nl/bmw/p/42572628/bmw-5-serie-sedan-520i-42572628,Ekris Arnhem
BMW 3 Serie,Touring 330e M Sportpakket Pro | Comfort Pack | HiFi System | Extra getint glas in achterportierruiten en achterruit | Achteruitrijcamera,2025,2.500 km,Hybride benzine,"66.900,-","881,-",https://www.ekris.nl/bmw/p/46513875/bmw-3-serie-touring-330e-46513875,Ekris Zeist
BMW 3 Serie,Sedan 330d xDrive | M-Sportpakket | LED | Navigatie | Schuifdak | Elektr. zetels | Sportstoelen | DAB | Hifi speakers | Alu 18 inch,2024,20.000 km,Diesel,"66.900,-","911,-",https://www.ekris.nl/bmw/p/43268063/bmw-3-serie-sedan-330d-xdrive-43268063,Ekris Heerenveen
BMW i4,Gran Coupé eDrive35 M Sportpakket Pro | Comfort Pack | Elektrisch bediend glazen schuif-/kanteldak | HiFi System | 19 inch LM M Y-spaak (styling 859 M),2025,3.952 km,Elektrisch,"66.900,-","756,-",https://www.ekris.nl/bmw/p/46040025/bmw-i4-gran-coupe-edrive35-46040025,Ekris Zeist
BMW iX1,xDrive30 | M Sportpakket Pro | Innovation Pack | Travel Pack,2025,6.500 km,Elektrisch,"66.900,-","756,-",https://www.ekris.nl/bmw/p/44407586/bmw-ix1-xdrive30-44407586,Ekris Heerlen
BMW 5 Serie,520i M Sportpakket/ Innovation Pack/ Travel Pack/ Verwarmd Stuurwiel/ Comfort Access/ panoramadak/ Travel en Comfort System/ Harman Kardon/ Parking Assistant Plus,2025,16.730 km,Benzine,"66.900,-","881,-",https://www.ekris.nl/bmw/p/42563263/bmw-5-serie-520i-42563263,Ekris Flevoland
BMW 3 Serie,Touring M340i xDrive | Trekhaak | Head-Up | Panoramadak | Elektrische stoelen | Harman Kardon |,2022,75.755 km,Benzine,"66.950,-","912,-",https://www.ekris.nl/bmw/p/44215383/bmw-3-serie-touring-m340i-xdrive-44215383,Ekris Groningen
BMW 3 Serie,Touring 330i xDrive | M Sportpakket | Innovation Pack | Travel Pack,2024,15.331 km,Benzine,"66.950,-","912,-",https://www.ekris.nl/bmw/p/43619840/bmw-3-serie-touring-330i-xdrive-43619840,Ekris Heerlen
BMW i4,"eDrive40 84 kWh M Sportpakket Pro/ Comfort Access/ 20"" LMV/ Harman-Kardon/ Panoramadak/ Innovation Pack",2025,5.530 km,Elektrisch,"66.950,-","757,-",https://www.ekris.nl/bmw/p/44377756/bmw-i4-edrive40-84-kwh-44377756,Ekris Flevoland
BMW i4,eDrive35 | M Sport Edition | M Sportpakket,2025,5 km,Elektrisch,"66.974,-","757,-",https://www.ekris.nl/bmw/p/45492881/bmw-i4-edrive35-45492881,Ekris Utrecht
BMW X3,xDrive30e | High Executive | M Sportpakket | Comfort Acces | Harman Kardon | Head-Up Display | Elektrische Trekhaak | 20'' | Panoramadak,2024,35.794 km,Hybride benzine,"66.995,-","912,-",https://www.ekris.nl/bmw/p/46223679/bmw-x3-xdrive30e-46223679,Ekris Arnhem
BMW 2 Serie,230e xDrive Active Tourer | M Sportpakket | Innovation Pack | Comfort Pack | Travel Pack,2025,5 km,Hybride benzine,"67.217,-","822,-",https://www.ekris.nl/bmw/p/47012674/bmw-2-serie-230e-xdrive-active-tourer-47012674,Ekris Arnhem
BMW 1 Serie,123 xDrive 5-deurs | M Sportpakket Pro | Premium Pack,2025,5 km,Benzine,"67.306,-","886,-",https://www.ekris.nl/bmw/p/45141819/bmw-1-serie-123-xdrive-5-deurs-45141819,Ekris Arnhem
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"67.381,-","824,-",https://www.ekris.nl/bmw/p/46828315/bmw-x1-xdrive25e-46828315,Ekris Nijkerk
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"67.381,-","824,-",https://www.ekris.nl/bmw/p/46827646/bmw-x1-xdrive25e-46827646,Ekris Groningen
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Travel Pack | Trekhaak,2025,5 km,Hybride benzine,"67.381,-","824,-",https://www.ekris.nl/bmw/p/46828449/bmw-x1-xdrive25e-46828449,Ekris Utrecht
BMW X1,xDrive25e M Sportpakket Pro 19'' / Head-Up Display / Harman Kardon / Trekhaak / Driving Assistant Plus,2025,12.186 km,Hybride benzine,"67.450,-","888,-",https://www.ekris.nl/bmw/p/45130099/bmw-x1-xdrive25e-45130099,Ekris Veenendaal
BMW 2 Serie,Coupé M240i xDrive | High Executive | M Adaptief onderstel | HIFI System Harman Kardon |,2023,8.055 km,Benzine,"67.450,-","918,-",https://www.ekris.nl/bmw/p/45158252/bmw-2-serie-coupe-m240i-xdrive-45158252,Ekris Maastricht
BMW i4,Gran Coupé eDrive35 | M Sport Edition | M Sportpakket | Innovation Pack | Comfort Pack,2025,5 km,Elektrisch,"67.518,-","763,-",https://www.ekris.nl/bmw/p/44431741/bmw-i4-gran-coupe-edrive35-44431741,Ekris Nijkerk
BMW i4,Gran Coupé eDrive35 | M Sport Edition | M Sportpakket | Innovation Pack | Comfort Pack,2025,5 km,Elektrisch,"67.518,-","763,-",https://www.ekris.nl/bmw/p/47011751/bmw-i4-gran-coupe-edrive35-47011751,Ekris Veenendaal
BMW 2 Serie,Active Tourer 225e xDrive | M Sportpakket | Comfort Pack | Travel Pack,2025,5 km,Hybride benzine,"67.590,-","827,-",https://www.ekris.nl/bmw/p/43934021/bmw-2-serie-active-tourer-225e-xdrive-43934021,Ekris Flevoland
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekkaak,2025,5 km,Hybride benzine,"67.634,-","828,-",https://www.ekris.nl/bmw/p/46828239/bmw-x1-xdrive25e-46828239,Ekris Maastricht
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"67.634,-","828,-",https://www.ekris.nl/bmw/p/46828178/bmw-x1-xdrive25e-46828178,Ekris Heerlen
BMW X1,xDrive25e M Sportpakket Pro | Premium Pack | Trekhaak,2025,5 km,Hybride benzine,"67.634,-","828,-",https://www.ekris.nl/bmw/p/46828025/bmw-x1-xdrive25e-46828025,Ekris Heerenveen
BMW X1,xDrive25e | M Sportpakket Pro | Innovation Pack | Comfort Pack |,2025,6.500 km,Hybride benzine,"67.643,-","890,-",https://www.ekris.nl/bmw/p/43680827/bmw-x1-xdrive25e-43680827,Ekris Groningen
BMW X1,xDrive25e M Sportpakket Pro | Innovation Pack | Travel Pack | Driving Assistant Plus,2025,2.500 km,Hybride benzine,"67.661,-","891,-",https://www.ekris.nl/bmw/p/46302045/bmw-x1-xdrive25e-46302045,Ekris Maastricht
BMW i4,eDrive35 Gran Coupé | Business Edition | Comfort Pack,2025,5 km,Elektrisch,"67.676,-","765,-",https://www.ekris.nl/bmw/p/47012763/bmw-i4-edrive35-gran-coupe-47012763,Ekris Zeist
BMW X2,sDrive20i | Equipment Pack | Comfort Pack,2025,5 km,Benzine,"67.713,-","891,-",https://www.ekris.nl/bmw/p/47012069/bmw-x2-sdrive20i-47012069,Ekris Groningen
BMW X1,xDrive25e M-Sportpakket / Comfortpack / Travelpack / Equipment package Professional,2025,5 km,Hybride benzine,"67.832,-","830,-",https://www.ekris.nl/bmw/p/44670026/bmw-x1-xdrive25e-44670026,Ekris Heerenveen
BMW 5 Serie,Sedan 530i | M-Sportpakket | Laserlicht | Leder | Navigatie | Schuifdak | Trekhaak | DAB | Hifi speakers | Alu 20 inch,2024,53.000 km,Benzine,"67.900,-","925,-",https://www.ekris.nl/bmw/p/46805604/bmw-5-serie-sedan-530i-46805604,Ekris Heerenveen
BMW Z4,Roadster sDrive20i M Sport Plus Pack | 19'' LMV Jet Black | Harman Kardon Audio | Active Cruise Control,2025,5.634 km,Benzine,"67.900,-","894,-",https://www.ekris.nl/bmw/p/42859564/bmw-z4-roadster-sdrive20i-42859564,Ekris Maastricht
BMW 3 Serie,Touring M340i xDrive | Innovationspakket | Parking Assistant | Verwarmd Stuurwiel | Comfort Access | Achteruitrijcamera | Harman Kardon | Panoramadak | Head-Up Display | 19'' | Trekhaak,2022,56.800 km,Benzine,"67.900,-","925,-",https://www.ekris.nl/bmw/p/46540094/bmw-3-serie-touring-m340i-xdrive-46540094,Ekris Arnhem
BMW X1,xDrive30e M-Sportpakket Pro/ stoelen-pakket/ Comfort-Pack/ Stuurwiel verwarming/ cruise control adaptief,2025,2.712 km,Hybride benzine,"67.900,-","894,-",https://www.ekris.nl/bmw/p/43719966/bmw-x1-xdrive30e-43719966,Ekris Flevoland
BMW 5 Serie,Touring 530e | M Sport Edition | M Sportpakket | Travel Pack | Comfort Pack | Driving Assistant Plus,2025,16.000 km,Hybride benzine,"67.900,-","894,-",https://www.ekris.nl/bmw/p/42758800/bmw-5-serie-touring-530e-42758800,Ekris Zeist
BMW 5 Serie,Sedan 530e | M-Sportpakket | LED | Navigatie | Sportstoelen | Chrome line | Active cruise | DAB | Bowers @ Wilkins sound | Alu 20 inch,2025,13.000 km,Hybride benzine,"67.900,-","894,-",https://www.ekris.nl/bmw/p/46970270/bmw-5-serie-sedan-530e-46970270,Ekris Heerenveen
BMW iX,xDrive40 Sportpakket | Driving Assistant Professional,2024,30.589 km,Elektrisch,"67.950,-","801,-",https://www.ekris.nl/bmw/p/42410454/bmw-ix-xdrive40-42410454,Ekris Heerlen
BMW X1,xDrive23i | xLine | Innovation Pack | Comfort Pack,2025,5.600 km,Benzine,"67.950,-","894,-",https://www.ekris.nl/bmw/p/46101477/bmw-x1-xdrive23i-46101477,Ekris Heerlen
BMW X3,xDrive30e High Executive M Sportpakket/ 20''LMV/ Comfort Access/ panoramadak/ Sportstoelen/ Harman Kardon/ Stoelverwarming/ Active Cruise Control/ Head-Up,2024,23.601 km,Hybride benzine,"67.950,-","925,-",https://www.ekris.nl/bmw/p/46204918/bmw-x3-xdrive30e-high-executive-46204918,Ekris Flevoland
BMW iX,xDrive50 Sportpakket | 22 inch LM Aerodynamic | Stoelventilatie voor beide voorstoelen | Driving Assistant | BMW Laserlight | Parking Assistant Professional,2023,36.980 km,Elektrisch,"67.950,-","801,-",https://www.ekris.nl/bmw/p/45262534/bmw-ix-xdrive50-45262534,Ekris Zeist
BMW X1,xDrive25e | M Sport Package Pro | Equipment Package | Comfort Pack | Travel Package,2025,5 km,Hybride benzine,"67.975,-","832,-",https://www.ekris.nl/bmw/p/46059191/bmw-x1-xdrive25e-46059191,Ekris Utrecht
BMW 5 Serie,Touring 530e | M Sportpakket | Travel Pack | Elektrische Trekhaak | Driving Assistant Plus | Comfort Acces,2025,25.981 km,Hybride benzine,"67.995,-","895,-",https://www.ekris.nl/bmw/p/42712075/bmw-5-serie-touring-530e-42712075,Ekris Arnhem
BMW X1,xDrive25e Premium Pack | Comfort Pack | Travel Pack | Elektr. Trekhaak,2025,2.500 km,Hybride benzine,"68.006,-","895,-",https://www.ekris.nl/bmw/p/46279291/bmw-x1-xdrive25e-46279291,Ekris Maastricht
BMW X1,xDrive25e M-Sportpakket | Panoramadak |Elektr. verst. voorstoelen | Getint Glas,2025,7.390 km,Hybride benzine,"68.124,-","897,-",https://www.ekris.nl/bmw/p/45995846/bmw-x1-xdrive25e-45995846,Ekris Assen
BMW 2 Serie,218i Coupé | M Sportpakket Pro | Premium Pack,2025,5 km,Benzine,"68.287,-","899,-",https://www.ekris.nl/bmw/p/45187235/bmw-2-serie-218i-coupe-45187235,Ekris Veenendaal
BMW X1,xDrive25e xLine | Equipment Pack Pro | Comfort Pack | Travel Pack,2025,5 km,Hybride benzine,"68.453,-","838,-",https://www.ekris.nl/bmw/p/45493422/bmw-x1-xdrive25e-45493422,Ekris Veenendaal
BMW i4,Gran Coupé eDrive35 | M Sport Edition | M Sportpakket | Innovation Pack | Comfort Pack,2025,5 km,Elektrisch,"68.468,-","774,-",https://www.ekris.nl/bmw/p/44431779/bmw-i4-gran-coupe-edrive35-44431779,Ekris Arnhem
BMW X1,xDrive25e M Sportpakket Pro/ Harman-Kardon/ Elektrische Trekhaak/ Head-Up/ Comfort Access/ Panoramadak/ Elektische stoelen/ Stoelverwarming,2025,1.736 km,Hybride benzine,"68.484,-","901,-",https://www.ekris.nl/bmw/p/45851500/bmw-x1-xdrive25e-45851500,Ekris Flevoland
BMW X1,xDrive30e | M Sportpakket | Equipment Pack | Comfort Pack,2025,5 km,Hybride benzine,"68.616,-","840,-",https://www.ekris.nl/bmw/p/46625463/bmw-x1-xdrive30e-46625463,Ekris Veenendaal
BMW X1,xDrive25e M-Sportpakket Pro / Comfort Pack / Travel Pack,2025,5 km,Hybride benzine,"68.677,-","840,-",https://www.ekris.nl/bmw/p/44678883/bmw-x1-xdrive25e-44678883,Ekris Heerenveen
BMW i4,eDrive35 M Sport Edition | M Sportpakket | Innovation Pack | Comfort Pack,2025,9.500 km,Elektrisch,"68.813,-","778,-",https://www.ekris.nl/bmw/p/41841930/bmw-i4-edrive35-41841930,Ekris Maastricht
BMW 4 Serie,"Cabrio M440i xDrive M Sportpakket | Laserlicht | Stuurwielverwarming | Nekverwarmer | Head-Up Display | 19""",2022,40.400 km,Benzine,"68.850,-","938,-",https://www.ekris.nl/bmw/p/46100420/bmw-4-serie-cabrio-m440i-xdrive-46100420,Ekris Utrecht
BMW X1,xDrive25e | M Sport Package Pro | Equipment Package | Comfort Pack | Travel Package,2025,5 km,Hybride benzine,"68.887,-","843,-",https://www.ekris.nl/bmw/p/46041663/bmw-x1-xdrive25e-46041663,Ekris Groningen
BMW 5 Serie,Touring 530e | M Sportpakket | Travel Pack | Verwarmd Stuurwiel | Harman-Kardon | Elektrisch Verwarmde Voorstoelen | 20'',2025,12.845 km,Hybride benzine,"68.895,-","907,-",https://www.ekris.nl/bmw/p/43431100/bmw-5-serie-touring-530e-43431100,Ekris Arnhem
BMW 5 Serie,Touring 530e M Sportpakket 19'' / Panoramadak / Harman Kardon / Trekhaak / Comfort Acces,2025,1.261 km,Hybride benzine,"68.900,-","907,-",https://www.ekris.nl/bmw/p/43901754/bmw-5-serie-touring-530e-43901754,Ekris Veenendaal
BMW 7 Serie,745e High Executive | M-Sportpakket | Co-Pilot | Bowers & Wilkins | Active Steering | Massage | Stoelkoeling V+A | Panoramadak | Soft Close | Head-Up | Comfort Access | Laserlight |,2021,38.205 km,Hybride benzine,"68.900,-","938,-",https://www.ekris.nl/bmw/p/46602720/bmw-7-serie-745e-high-executive-46602720,Ekris Groningen
BMW 3 Serie,330e Sedan | M Sportpakket Pro | Comfort Pack,2025,5 km,Hybride benzine,"68.944,-","844,-",https://www.ekris.nl/bmw/p/46624540/bmw-3-serie-330e-sedan-46624540,Ekris Flevoland
BMW 5 Serie,Sedan 520i M Sportpakket | Innovation Pack | Travel Pack | Comfort Pack | Adaptief onderstel professional | Comfortstoelen | Stoelventilatie | Driving Assistant Professional | Harman Kardon | 20'',2025,5.124 km,Benzine,"68.950,-","908,-",https://www.ekris.nl/bmw/p/42712162/bmw-5-serie-sedan-520i-42712162,Ekris Utrecht
BMW 3 Serie,330e Sedan | M Sportpakket | Comfort Pack,2025,5 km,Hybride benzine,"68.953,-","844,-",https://www.ekris.nl/bmw/p/46129560/bmw-3-serie-330e-sedan-46129560,Ekris Utrecht
BMW i4,eDrive40 84 kWh M Sportpakket/ Comfort Access/ Achteruitrijcamera/ Elektrische Stoelen/ Stoelverwarming/ Harman-Kardon/ Active Cruise Control,2025,1.000 km,Elektrisch,"68.961,-","779,-",https://www.ekris.nl/bmw/p/45759287/bmw-i4-edrive40-84-kwh-45759287,Ekris Flevoland
BMW iX,xDrive50 | High Executive | Sportpakket | Comfort Access | Soft Close | Sky Lounge | Stoelventilatie | Harman Kardon | Trekhaak,2023,80.380 km,Elektrisch,"68.995,-","814,-",https://www.ekris.nl/bmw/p/45877849/bmw-ix-xdrive50-45877849,Ekris Arnhem
BMW X1,"xDrive25e M Sportpakket Pro | Innovation Pack | Comfort Pack | Travel Pack | Panoramadak | Head-Up Display | 19""",2025,4.125 km,Hybride benzine,"68.995,-","908,-",https://www.ekris.nl/bmw/p/45824641/bmw-x1-xdrive25e-45824641,Ekris Utrecht
BMW 5 Serie,Sedan 520i | M Sportpakket | Innovation Pack | Travel Pack | Comfort Pack - Hi Five,2025,13.800 km,Benzine,"68.995,-","908,-",https://www.ekris.nl/bmw/p/39038545/bmw-5-serie-sedan-520i-39038545,Ekris Arnhem
BMW i4,eDrive35 M sportpakket Pro Schuif-/kanteldak / Comfort Access / Active Cruise Control / Stuur-stoelverwarming,2025,10.614 km,Elektrisch,"69.450,-","785,-",https://www.ekris.nl/bmw/p/45131476/bmw-i4-edrive35-45131476,Ekris Veenendaal
BMW i4,eDrive35 | M Sport Edition | M Sportpakket Pro | Comfort Pack,2025,5 km,Elektrisch,"69.536,-","786,-",https://www.ekris.nl/bmw/p/44480737/bmw-i4-edrive35-m-sport-edition-44480737,Ekris Maastricht
BMW X1,xDrive25e | M Sportpakket Pro | Innovation Pack | Comfort Pack | Travel Pack,2025,5 km,Hybride benzine,"69.560,-","851,-",https://www.ekris.nl/bmw/p/45169924/bmw-x1-xdrive25e-45169924,Ekris Arnhem
BMW 3 Serie,Sedan 330e | M Sportpakket Pro | Comfort Pack,2025,5 km,Hybride benzine,"69.590,-","851,-",https://www.ekris.nl/bmw/p/46846609/bmw-3-serie-sedan-330e-46846609,Ekris Flevoland
BMW iX1,xDrive30 M Sport Edition | M Sportpakket Pro | Premium Pack | Travel Pack,2025,5 km,Elektrisch,"69.621,-","787,-",https://www.ekris.nl/bmw/p/46668769/bmw-ix1-xdrive30-46668769,Ekris Heerenveen
BMW X1,sDrive18i M Sportpakket Pro | Premium Pack | Travel Pack,2025,5 km,Benzine,"69.623,-","916,-",https://www.ekris.nl/bmw/p/46669752/bmw-x1-sdrive18i-46669752,Ekris Arnhem
BMW 3 Serie,Touring 330e M Sportpakket Pro | Artic Race Blue | 19'' LMV | Comfort Access,2025,2.500 km,Hybride benzine,"69.651,-","917,-",https://www.ekris.nl/bmw/p/46302134/bmw-3-serie-touring-330e-46302134,Ekris Maastricht
BMW i4,eDrive40 | M Sport Edition | M Sportpakket | Comfort Pack,2025,5 km,Elektrisch,"69.690,-","788,-",https://www.ekris.nl/bmw/p/46625509/bmw-i4-edrive40-46625509,Ekris Arnhem
BMW X5,xDrive45e High Executive M-Sportpakket/ Driving Assistant Plus/ Elektrische Trekhaak/ Panoramadak/ Luchtvering,2022,70.410 km,Hybride benzine,"69.695,-","949,-",https://www.ekris.nl/bmw/p/43733226/bmw-x5-xdrive45e-high-executive-43733226,Ekris Flevoland
BMW 2 Serie,Coupé 220i | M Sportpakket Pro | Premium Pack,2025,5 km,Benzine,"69.829,-","919,-",https://www.ekris.nl/bmw/p/44431101/bmw-2-serie-coupe-220i-44431101,Ekris Maastricht
