Vehicle Name,Vehicle Subtitle,Vehicle Price,Vehicle Tags,Business Finance,Location
BMW 3 Serie Touring,330e,€ 79.459 v.a. € 759 p/m,2025 1 km Automaat Hybride,v.a. € 759 p/m,Van Poelgeest Alphen aan den Rijn
MINI Countryman Electric,SE All4,€ 66.357 v.a. € 681 p/m,2025 5.499 km Automaat Elektrisch,v.a. € 681 p/m,Van Poelgeest Amsterdam
BMW 4 Serie Gran Coupé,M440i xDrive,€ 126.648 v.a. € 1300 p/m,2025 1 km Automaat Benzine,v.a. € 1300 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive50,€ 63.900 v.a. € 564 p/m,2023 22.834 km Automaat Elektrisch,v.a. € 564 p/m,Van Poelgeest Amstelveen
BMW i5 Sedan,eDrive40 M Sport Edition,€ 96.217 v.a. € 850 p/m,2025 1 km Automaat Elektrisch,v.a. € 850 p/m,Van Poelgeest Amersfoort
BMW iX,xDrive60,€ 125.222 v.a. € 1106 p/m,2025 1 km Automaat Elektrisch,v.a. € 1106 p/m,Van Poelgeest Naarden
MINI Countryman,One Business Edition,€ 24.900 v.a. € 255 p/m,2022 105.330 km Handgeschakeld Benzine,v.a. € 255 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20,€ 64.446 v.a. € 569 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 569 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225e xDrive,€ 46.900 v.a. € 482 p/m,2024 12.343 km Automaat Hybride,v.a. € 482 p/m,Van Poelgeest Amsterdam
BMW i5 Touring,eDrive40 M Sport Edition 84 kWh,€ 74.900 v.a. € 662 p/m,2025 7.500 km Automaat Elektrisch,v.a. € 662 p/m,Van Poelgeest Noordwijk
BMW iX1,xDrive30 67 kWh,€ 52.500 v.a. € 464 p/m,2024 6.378 km Automaat Elektrisch,v.a. € 464 p/m,Van Poelgeest Amstelveen
BMW X3,30e xDrive,€ 79.900 v.a. € 821 p/m,2025 8.591 km Automaat Hybride,v.a. € 821 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120 M Sport Design Edition,€ 42.900 v.a. € 440 p/m,2025 7.479 km Automaat Benzine,v.a. € 440 p/m,Van Poelgeest Amstelveen
BMW M4,CS,€ 84.900 v.a. € 1055 p/m,2018 11.351 km Automaat Benzine,v.a. € 1055 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.977 v.a. € 821 p/m,2025 1 km Automaat Hybride,v.a. € 821 p/m,Van Poelgeest Gouda
BMW 1 Serie,120 M Sport Design Edition,€ 45.900 v.a. € 471 p/m,2025 8.600 km Automaat Benzine,v.a. € 471 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Gran Coupé,420i,€ 80.217 v.a. € 824 p/m,2025 1 km Automaat Benzine,v.a. € 824 p/m,Van Poelgeest Amstelveen
MINI Cooper 5-deurs,John Cooper Works M,€ 48.182 v.a. € 426 p/m,2025 1 km Automaat Benzine,v.a. € 426 p/m,Van Poelgeest Amstelveen
BMW 1 Serie,123 xDrive,€ 61.770 v.a. € 634 p/m,2025 1 km Automaat Benzine,v.a. € 634 p/m,Van Poelgeest Hilversum
BMW X1,xDrive25e,€ 64.691 v.a. € 664 p/m,2025 500 km Automaat Hybride,v.a. € 664 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,318i M Sportpakket Pro,€ 52.895 v.a. € 543 p/m,2025 11.000 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Gouda
BMW 5 Serie Sedan,545e xDrive,€ 49.900 v.a. € 512 p/m,2022 86.220 km Automaat Hybride,v.a. € 512 p/m,Van Poelgeest Amersfoort
BMW i4,M50 84 kWh,€ 56.900 v.a. € 502 p/m,2023 27.714 km Automaat Elektrisch,v.a. € 502 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition 84 kWh,€ 69.900 v.a. € 617 p/m,2025 4.501 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Heemstede
BMW 4 Serie Cabrio,420i,€ 90.431 v.a. € 928 p/m,2025 1 km Automaat Benzine,v.a. € 928 p/m,Van Poelgeest Amstelveen
BMW iX,xDrive45,€ 107.912 v.a. € 953 p/m,2025 1 km Automaat Elektrisch,v.a. € 953 p/m,Van Poelgeest Amstelveen
BMW 1 Serie,120,€ 53.501 v.a. € 550 p/m,2025 4.999 km Automaat Benzine,v.a. € 550 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 42.900 v.a. € 440 p/m,2024 9.999 km Automaat Benzine,v.a. € 440 p/m,Van Poelgeest Amsterdam
BMW M5 Sedan,,€ 159.900 v.a. € 1641 p/m,2025 10.637 km Automaat Hybride,v.a. € 1641 p/m,Van Poelgeest Amsterdam
MINI Aceman,E Classic L 42.5 kWh,€ 46.140 v.a. € 474 p/m,2024 5.250 km Automaat Elektrisch,v.a. € 474 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs,Cooper,€ 29.900 v.a. € 307 p/m,2023 18.241 km Automaat Benzine,v.a. € 307 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225e xDrive,€ 58.895 v.a. € 563 p/m,2025 1 km Automaat Hybride,v.a. € 563 p/m,Van Poelgeest Noordwijk
BMW i5 Sedan,eDrive40 M Sport Edition,€ 90.848 v.a. € 802 p/m,2025 1 km Automaat Elektrisch,v.a. € 802 p/m,Van Poelgeest Gouda
BMW X3,xDrive20i High Executive Edition,€ 37.500 v.a. € 385 p/m,2019 127.578 km Automaat Benzine,v.a. € 385 p/m,Van Poelgeest Amstelveen
MINI Countryman Electric,E John Cooper Works Pakket L,€ 58.262 v.a. € 598 p/m,2025 9.000 km Automaat Elektrisch,v.a. € 598 p/m,Van Poelgeest Alphen aan den Rijn
MINI Countryman,SE ALL4,€ 32.900 v.a. € 338 p/m,2022 48.702 km Automaat Hybride,v.a. € 338 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Touring,520i,€ 47.900 v.a. € 492 p/m,2022 50.296 km Automaat Benzine,v.a. € 492 p/m,Van Poelgeest Amersfoort
BMW X3,30e xDrive,€ 85.634 v.a. € 818 p/m,2025 1 km Automaat Hybride,v.a. € 818 p/m,Van Poelgeest Gouda
BMW 3 Serie Sedan,330e,€ 69.096 v.a. € 660 p/m,2025 1 km Automaat Hybride,v.a. € 660 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Amersfoort
BMW X1,sDrive18i,€ 31.900 v.a. € 327 p/m,2021 48.393 km Automaat Benzine,v.a. € 327 p/m,Van Poelgeest Amersfoort
MINI Countryman,Cooper,€ 39.900 v.a. € 410 p/m,2023 23.076 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive50 Business Edition Plus 112 kWh,€ 44.900 v.a. € 397 p/m,2023 160.513 km Automaat Elektrisch,v.a. € 397 p/m,VP Cars Naarden
BMW 4 Serie Gran Coupé,420i,€ 80.217 v.a. € 824 p/m,2025 1 km Automaat Benzine,v.a. € 824 p/m,Van Poelgeest Hilversum
BMW X3,M50,€ 94.900 v.a. € 974 p/m,2024 5.573 km Automaat Benzine,v.a. € 974 p/m,Van Poelgeest Heemstede
BMW i5 Sedan,eDrive40 M Sport Edition,€ 96.217 v.a. € 850 p/m,2025 1 km Automaat Elektrisch,v.a. € 850 p/m,Van Poelgeest Woerden
BMW 2 Serie Active Tourer,225e xDrive Innovation Pack M Sportpakket,€ 42.995 v.a. € 441 p/m,2024 14.519 km Automaat Hybride,v.a. € 441 p/m,Van Poelgeest Woerden
BMW i5 Sedan,eDrive40 M Sport Edition,€ 65.900 v.a. € 582 p/m,2025 6.000 km Automaat Elektrisch,v.a. € 582 p/m,Van Poelgeest Noordwijk
BMW i4,eDrive40 M-Sport,€ 54.900 v.a. € 485 p/m,2025 5.950 km Automaat Elektrisch,v.a. € 485 p/m,Van Poelgeest Heemstede
BMW iX2,eDrive20 M Sport Edition,€ 63.176 v.a. € 558 p/m,2025 1 km Automaat Elektrisch,v.a. € 558 p/m,Van Poelgeest Noordwijk
MINI Cooper 3-deurs,C,€ 48.310 v.a. € 496 p/m,2025 4.999 km Automaat Benzine,v.a. € 496 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive40 Business Edition Plus 77 kWh,€ 54.900 v.a. € 485 p/m,2023 42.676 km Automaat Elektrisch,v.a. € 485 p/m,Van Poelgeest Naarden - PS Center
BMW X5,xDrive50e,€ 103.900 v.a. € 1067 p/m,2024 15.913 km Automaat Hybride,v.a. € 1067 p/m,Van Poelgeest Amersfoort
BMW 1 Serie,120 M Sport,€ 47.900 v.a. € 492 p/m,2025 11.400 km Automaat Benzine,v.a. € 492 p/m,Van Poelgeest Hilversum
BMW iX3,High Executive Edition Shadow Line Pack,€ 52.895 v.a. € 565 p/m,2024 17.455 km Automaat Elektrisch,v.a. € 565 p/m,Van Poelgeest Alphen aan den Rijn
BMW X3,xDrive30e High Executive,€ 62.900 v.a. € 781 p/m,2024 18.121 km Automaat Hybride,v.a. € 781 p/m,Van Poelgeest Amersfoort
BMW i4,eDrive35 High Executive Model M Sport M 50 Jahre,€ 49.950 v.a. € 534 p/m,2023 15.896 km Automaat Elektrisch,v.a. € 534 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,xDrive30,€ 53.900 v.a. € 476 p/m,2024 8.481 km Automaat Elektrisch,v.a. € 476 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,330e High Executive,€ 30.900 v.a. € 384 p/m,2020 120.091 km Automaat Hybride,v.a. € 384 p/m,Van Poelgeest Hilversum
BMW XM,PHEV 30 kWh,€ 129.900 v.a. € 1614 p/m,2024 14.112 km Automaat Hybride,v.a. € 1614 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225e xDrive,€ 55.274 v.a. € 528 p/m,2025 1 km Automaat Hybride,v.a. € 528 p/m,Van Poelgeest Hilversum
BMW 5 Serie Sedan,520d xDrive High Executive,€ 29.900 v.a. € 307 p/m,2020 135.304 km Automaat Diesel,v.a. € 307 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 62.792 v.a. € 555 p/m,2025 1.050 km Automaat Elektrisch,v.a. € 555 p/m,Van Poelgeest Amstelveen
BMW X6,M50i,€ 86.900 v.a. € 893 p/m,2021 90.705 km Automaat Benzine,v.a. € 893 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,330i xDrive M-Sport,€ 56.900 v.a. € 584 p/m,2024 6.386 km Automaat Benzine,v.a. € 584 p/m,Van Poelgeest Hilversum
BMW iX,xDrive40 Business Edition Plus 77 kWh,€ 57.900 v.a. € 512 p/m,2023 20.226 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Heemstede
BMW i3,120Ah 42 kWh,€ 17.900 v.a. € 158 p/m,2019 38.677 km Automaat Elektrisch,v.a. € 158 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,330e,€ 74.514 v.a. € 765 p/m,2025 4.111 km Automaat Hybride,v.a. € 765 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Coupé,220i Model M Sport High Executive,€ 24.995 v.a. € 311 p/m,2016 34.080 km Handgeschakeld Benzine,v.a. € 311 p/m,Van Poelgeest Alphen aan den Rijn
Mini Cooper 5-deurs,Cooper C Classic M,€ 40.000 v.a. € 418 p/m,2025 26 km Automaat Benzine,v.a. € 418 p/m,Van Poelgeest Amstelveen
MINI Countryman,2.0 Cooper S,€ 26.900 v.a. € 334 p/m,2019 108.676 km Automaat Benzine,v.a. € 334 p/m,Van Poelgeest Hilversum
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Noordwijk
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i,€ 61.900 v.a. € 636 p/m,2024 4.999 km Automaat Benzine,v.a. € 636 p/m,Van Poelgeest Amsterdam
BMW X1,xDrive30e Innovation Pack M Sportpakket Pro,€ 62.895 v.a. € 645 p/m,2025 8.720 km Automaat Hybride,v.a. € 645 p/m,Van Poelgeest Gouda
BMW 4 Serie Gran Coupé,420i,€ 84.908 v.a. € 872 p/m,2025 1 km Automaat Benzine,v.a. € 872 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,eDrive40 M Sport Edition,€ 97.526 v.a. € 861 p/m,2025 0 km Automaat Elektrisch,v.a. € 861 p/m,Van Poelgeest Amstelveen
MINI Countryman Electric,E,€ 53.132 v.a. € 545 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 545 p/m,Van Poelgeest Amsterdam
BMW 7 Serie,M760e xDrive,€ 138.900 v.a. € 1426 p/m,2024 27.120 km Automaat Hybride,v.a. € 1426 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,318i,€ 54.900 v.a. € 564 p/m,2025 8.548 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive35 M Sport Edition,€ 69.781 v.a. € 617 p/m,2025 1 km Automaat Elektrisch,v.a. € 617 p/m,Van Poelgeest Amersfoort
BMW X1,xDrive23i,€ 59.900 v.a. € 615 p/m,2024 20.622 km Automaat Benzine,v.a. € 615 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,330e xDrive,€ 67.900 v.a. € 698 p/m,2024 25.847 km Automaat Hybride,v.a. € 698 p/m,Van Poelgeest Amersfoort
MINI Cooper 3-deurs,C Favoured,€ 45.818 v.a. € 405 p/m,2025 5 km Automaat Benzine,v.a. € 405 p/m,Van Poelgeest Gouda
BMW 1 Serie,120,€ 49.650 v.a. € 510 p/m,2025 1 km Automaat Benzine,v.a. € 510 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,318i,€ 51.900 v.a. € 645 p/m,2025 5.813 km Automaat Benzine,v.a. € 645 p/m,Van Poelgeest Amersfoort
BMW iX2,eDrive20 M Sport Edition,€ 62.109 v.a. € 549 p/m,2025 1 km Automaat Elektrisch,v.a. € 549 p/m,Van Poelgeest Woerden
BMW 5 Serie Touring,530e M Sport Edition,€ 94.440 v.a. € 902 p/m,2025 1 km Automaat Hybride,v.a. € 902 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35 M Sport Edition M Sportpakket,€ 54.895 v.a. € 485 p/m,2025 11.500 km Automaat Elektrisch,v.a. € 485 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20,€ 54.900 v.a. € 485 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 485 p/m,Van Poelgeest Amsterdam
BMW X1,sDrive20i High Executive,€ 27.450 v.a. € 341 p/m,2018 58.937 km Automaat Benzine,v.a. € 341 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Gran Coupé,220,€ 61.245 v.a. € 629 p/m,2025 1 km Automaat Benzine,v.a. € 629 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Touring,320e Innovation Pack M Sportpakket Individual,€ 71.428 v.a. € 733 p/m,2025 10.000 km Automaat Hybride,v.a. € 733 p/m,Van Poelgeest Woerden
BMW i4,eDrive35 M Sport Edition,€ 74.442 v.a. € 658 p/m,2025 1 km Automaat Elektrisch,v.a. € 658 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,318i,€ 43.899 v.a. € 450 p/m,2024 11.870 km Automaat Benzine,v.a. € 450 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive45,€ 110.232 v.a. € 974 p/m,2025 1 km Automaat Elektrisch,v.a. € 974 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Gran Coupé,220,€ 58.875 v.a. € 604 p/m,2025 3.503 km Automaat Benzine,v.a. € 604 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,eDrive40,€ 74.900 v.a. € 662 p/m,2025 7.176 km Automaat Elektrisch,v.a. € 662 p/m,Van Poelgeest Amsterdam
BMW X4,xDrive20i,€ 68.900 v.a. € 707 p/m,2024 17.935 km Automaat Benzine,v.a. € 707 p/m,Van Poelgeest Amsterdam
BMW XM,50e,€ 119.900 v.a. € 1231 p/m,2025 7.451 km Automaat Hybride,v.a. € 1231 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20,€ 38.900 v.a. € 344 p/m,2025 6.750 km Automaat Elektrisch,v.a. € 344 p/m,Van Poelgeest Hilversum
BMW iX,xDrive60,€ 122.290 v.a. € 1080 p/m,2025 1 km Automaat Elektrisch,v.a. € 1080 p/m,Van Poelgeest Noordwijk
BMW X3,xDrive20i High Executive Edition,€ 49.900 v.a. € 620 p/m,2021 37.930 km Automaat Benzine,v.a. € 620 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Gran Coupé,420i,€ 83.636 v.a. € 859 p/m,2025 1 km Automaat Benzine,v.a. € 859 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20 67 kWh,€ 44.900 v.a. € 397 p/m,2024 24.246 km Automaat Elektrisch,v.a. € 397 p/m,Van Poelgeest Naarden - PS Center
BMW 1 Serie,120,€ 40.900 v.a. € 420 p/m,2024 12.095 km Automaat Benzine,v.a. € 420 p/m,Van Poelgeest Amersfoort
BMW X1,xDrive25e,€ 34.900 v.a. € 359 p/m,2022 27.432 km Automaat Hybride,v.a. € 359 p/m,Van Poelgeest Noordwijk
BMW X3,xDrive30e M Sportpakket,€ 50.795 v.a. € 521 p/m,2022 29.340 km Automaat Hybride,v.a. € 521 p/m,Van Poelgeest Gouda
BMW M3 Touring,xDrive Competition,€ 169.900 v.a. € 1745 p/m,2025 8.135 km Automaat Benzine,v.a. € 1745 p/m,Van Poelgeest Amsterdam
MINI Cooper Cabrio,Cooper Rockingham GT,€ 34.900 v.a. € 359 p/m,2023 22.362 km Automaat Benzine,v.a. € 359 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Gran Coupé,218i,€ 39.900 v.a. € 410 p/m,2024 27.355 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Noordwijk
BMW X3,30e xDrive Professional Pack M Sportpakket,€ 79.995 v.a. € 821 p/m,2025 6.148 km Automaat Hybride,v.a. € 821 p/m,Van Poelgeest Gouda
MINI Cooper 3-deurs,1.5 Cooper C Favoured M,€ 45.818 v.a. € 405 p/m,2025 1 km Automaat Benzine,v.a. € 405 p/m,Van Poelgeest Noordwijk
BMW i3s,120Ah 42 kWh,€ 23.900 v.a. € 255 p/m,2020 41.748 km Automaat Elektrisch,v.a. € 255 p/m,Van Poelgeest Naarden - PS Center
BMW X3,30e xDrive Professional Pack M Sportpakket Pro,,2025 2.500 km Automaat Hybride,,Van Poelgeest Gouda
BMW 2 Serie Gran Coupé,218i M Sportpakket Pro,€ 39.895 v.a. € 410 p/m,2024 26.000 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Alphen aan den Rijn
BMW i4,xDrive40,€ 61.900 v.a. € 547 p/m,2025 8.951 km Automaat Elektrisch,v.a. € 547 p/m,Van Poelgeest Hilversum
BMW i7,eDrive50,€ 145.137 v.a. € 1282 p/m,2025 1 km Automaat Elektrisch,v.a. € 1282 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,318i,€ 46.899 v.a. € 482 p/m,2024 16.237 km Automaat Benzine,v.a. € 482 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e,€ 135.994 v.a. € 1396 p/m,2025 500 km Automaat Hybride,v.a. € 1396 p/m,Van Poelgeest Amstelveen
Mini Cooper 3-deurs Electric,Comfort,€ 21.900 v.a. € 229 p/m,2022 44.402 km Automaat Elektrisch,v.a. € 229 p/m,Van Poelgeest Amstelveen
BMW Z4,sDrive30i,€ 49.900 v.a. € 620 p/m,2020 11.607 km Automaat Benzine,v.a. € 620 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Sedan,530e M Sport Edition,€ 89.618 v.a. € 856 p/m,2025 1 km Automaat Hybride,v.a. € 856 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Sedan,320e,€ 63.600 v.a. € 653 p/m,2025 12.560 km Automaat Hybride,v.a. € 653 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,530e Business Edition Plus,,2022 77.572 km Automaat Hybride,,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Hilversum
BMW i5 Sedan,M60 xDrive,€ 120.879 v.a. € 1068 p/m,2025 1 km Automaat Elektrisch,v.a. € 1068 p/m,Van Poelgeest Noordwijk
BMW 3 Serie Sedan,330e,€ 46.900 v.a. € 482 p/m,2024 25.136 km Automaat Hybride,v.a. € 482 p/m,Van Poelgeest Naarden - PS Center
BMW X1,sDrive18i M-Sport Pro Premium Pack,€ 54.900 v.a. € 564 p/m,2024 26.863 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Heemstede
BMW 2 Serie Active Tourer,220i,€ 62.347 v.a. € 640 p/m,2025 1 km Automaat Benzine,v.a. € 640 p/m,Van Poelgeest Amstelveen
BMW X5,M50i,€ 94.900 v.a. € 1179 p/m,2022 14.981 km Automaat Benzine,v.a. € 1179 p/m,Van Poelgeest Amersfoort
MINI Aceman,E John Cooper Works Pakket M,€ 38.895 v.a. € 399 p/m,2025 12.000 km Automaat Elektrisch,v.a. € 399 p/m,Van Poelgeest Gouda
BMW 2 Serie Gran Coupé,218i,€ 39.900 v.a. € 410 p/m,2024 28.453 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Naarden - PS Center
MINI Cooper 3-deurs Electric,E,€ 29.450 v.a. € 302 p/m,2024 6.634 km Automaat Elektrisch,v.a. € 302 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,330e,€ 71.850 v.a. € 686 p/m,2025 1 km Automaat Hybride,v.a. € 686 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Sedan,330e,€ 72.384 v.a. € 692 p/m,2025 1 km Automaat Hybride,v.a. € 692 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive60,€ 122.290 v.a. € 1080 p/m,2025 1 km Automaat Elektrisch,v.a. € 1080 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Heemstede
MINI Countryman,2.0 S ALL4 John Cooper Works S,€ 52.900 v.a. € 543 p/m,2024 19.999 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Amersfoort
BMW 1 Serie,120,€ 45.900 v.a. € 471 p/m,2025 14.999 km Automaat Benzine,v.a. € 471 p/m,Van Poelgeest Amersfoort
BMW X7,xDrive40i M Sportpakket Pro xOffroad Pack,€ 133.900 v.a. € 1374 p/m,2024 21.950 km Automaat Benzine,v.a. € 1374 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20,€ 47.900 v.a. € 423 p/m,2024 6.633 km Automaat Elektrisch,v.a. € 423 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,318i,€ 68.471 v.a. € 703 p/m,2025 4.001 km Automaat Benzine,v.a. € 703 p/m,Van Poelgeest Heemstede
BMW 2 Serie Active Tourer,225e xDrive,€ 45.900 v.a. € 471 p/m,2024 19.972 km Automaat Hybride,v.a. € 471 p/m,Van Poelgeest Naarden - PS Center
BMW X1,xDrive25e,€ 65.836 v.a. € 629 p/m,2025 1 km Automaat Hybride,v.a. € 629 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Sedan,330e,€ 69.470 v.a. € 664 p/m,2025 1 km Automaat Hybride,v.a. € 664 p/m,Van Poelgeest Naarden
BMW i4,eDrive40 M-Sport,€ 58.900 v.a. € 521 p/m,2025 4.501 km Automaat Elektrisch,v.a. € 521 p/m,Van Poelgeest Heemstede
BMW i7,eDrive50 Privilege Edition,€ 148.709 v.a. € 1313 p/m,2025 1 km Automaat Elektrisch,v.a. € 1313 p/m,Van Poelgeest Naarden
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 61.900 v.a. € 547 p/m,2025 4.001 km Automaat Elektrisch,v.a. € 547 p/m,Van Poelgeest Heemstede
BMW iX2,xDrive30,€ 72.406 v.a. € 640 p/m,2025 4.111 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amersfoort
BMW i5 Sedan,eDrive40,€ 87.631 v.a. € 774 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 774 p/m,Van Poelgeest Amsterdam
BMW X5 M,Competition,€ 199.900 v.a. € 2052 p/m,2024 6.356 km Automaat Benzine,v.a. € 2052 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition 84 kWh,€ 97.285 v.a. € 860 p/m,2025 1 km Automaat Elektrisch,v.a. € 860 p/m,Van Poelgeest Noordwijk
BMW 2 Serie Cabrio,218i High Executive l M-Sport,€ 27.900 v.a. € 347 p/m,2017 20.516 km Automaat Benzine,v.a. € 347 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Gouda
BMW i7,eDrive50 Innovation Pack M Sportpakket Pro,€ 84.995 v.a. € 750 p/m,2024 33.143 km Automaat Elektrisch,v.a. € 750 p/m,Van Poelgeest Woerden
BMW 4 Serie Cabrio,M440i xDrive High Executive,€ 59.900 v.a. € 744 p/m,2021 85.497 km Automaat Benzine,v.a. € 744 p/m,Van Poelgeest Noordwijk
MINI Cooper 3-deurs Electric,E Favoured M 40.7 kWh,€ 32.900 v.a. € 338 p/m,2024 5.831 km Automaat Elektrisch,v.a. € 338 p/m,Van Poelgeest Hilversum
BMW i5 Touring,eDrive40 M Sport Edition,€ 90.578 v.a. € 800 p/m,2025 2.400 km Automaat Elektrisch,v.a. € 800 p/m,Van Poelgeest Amstelveen
BMW i5 Sedan,eDrive40 M Sport Edition,€ 92.796 v.a. € 820 p/m,2025 1 km Automaat Elektrisch,v.a. € 820 p/m,Van Poelgeest Noordwijk
BMW 1 Serie,120i Executive,€ 19.900 v.a. € 247 p/m,2017 97.738 km Automaat Benzine,v.a. € 247 p/m,VP Cars Naarden
BMW 2 Serie Active Tourer,218i,€ 33.900 v.a. € 421 p/m,2022 51.666 km Automaat Benzine,v.a. € 421 p/m,Van Poelgeest Amersfoort
BMW X3,30e xDrive,€ 87.900 v.a. € 902 p/m,2025 6.900 km Automaat Hybride,v.a. € 902 p/m,Van Poelgeest Noordwijk
BMW i5 Sedan,M60 xDrive 84 kWh,€ 76.900 v.a. € 822 p/m,2023 19.503 km Automaat Elektrisch,v.a. € 822 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e Launch Edition,€ 103.900 v.a. € 1067 p/m,2024 11.894 km Automaat Hybride,v.a. € 1067 p/m,Van Poelgeest Amstelveen
BMW iX2,eDrive20,€ 49.900 v.a. € 440 p/m,2024 10.252 km Automaat Elektrisch,v.a. € 440 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e,€ 88.900 v.a. € 912 p/m,2023 37.691 km Automaat Hybride,v.a. € 912 p/m,Van Poelgeest Noordwijk
